一丁前,1345,1345,9856,名詞,一般,*,*,*,*,一丁前,イッチョマエ,イッチョマエ,0/5,C2
一三塁,1345,1345,10551,名詞,一般,*,*,*,*,一三塁,イチサンルイ,イチサンルイ,3/6,C1
一之介,1351,1351,11605,名詞,固有名詞,人名,名,*,*,一之介,イチノスケ,イチノスケ,0/5,*
一之助,1351,1351,11605,名詞,固有名詞,人名,名,*,*,一之助,イチノスケ,イチノスケ,0/5,*
一之進,1351,1351,11605,名詞,固有名詞,人名,名,*,*,一之進,イチノシン,イチノシン,3/5,*
一二人,1345,1345,11317,名詞,一般,*,*,*,*,一二人,ヒトリフタリ,ヒトリフタリ,2/6,C1
一二千,1355,1355,10486,名詞,数,*,*,*,*,一二千,イチニセン,イチニセン,4/5,C1
一二塁,1345,1345,10210,名詞,一般,*,*,*,*,一二塁,イチニルイ,イチニルイ,0/5,C2
一二百,1355,1355,10486,名詞,数,*,*,*,*,一二百,イチニヒャク,イチニヒャク,0/5,C2
一二郎,1351,1351,11605,名詞,固有名詞,人名,名,*,*,一二郎,イチジロウ,イチジロー,2/5,*
一人客,1345,1345,10367,名詞,一般,*,*,*,*,一人客,ヒトリキャク,ヒトリキャク,3/5,C1
一人寝,1345,1345,11059,名詞,一般,*,*,*,*,一人寝,ヒトリネ,ヒトリネ,3/4,C1
一人幅,1345,1345,10245,名詞,一般,*,*,*,*,一人幅,ヒトリハバ,ヒトリハバ,3/5,C1
一人旅,1345,1345,12938,名詞,一般,*,*,*,*,一人旅,ヒトリタビ,ヒトリタビ,3/5,C1
一人暮,1345,1345,10869,名詞,一般,*,*,*,*,一人暮,ヒトリグラシ,ヒトリグラシ,4/6,C1
一人舞,1345,1345,11075,名詞,一般,*,*,*,*,一人舞,ヒトリマイ,ヒトリマイ,0/5,C2
一人親,1345,1345,11075,名詞,一般,*,*,*,*,一人親,ヒトリオヤ,ヒトリオヤ,0/5,C2
一人言,1345,1345,10827,名詞,一般,*,*,*,*,一人言,ヒトリゴト,ヒトリゴト,0/5,C2
一人酒,1345,1345,11075,名詞,一般,*,*,*,*,一人酒,ヒトリザケ,ヒトリザケ,3/5,C1
一人頭,1345,1345,11075,名詞,一般,*,*,*,*,一人頭,ヒトリアタマ,ヒトリアタマ,4/6,C1
一兵衛,1351,1351,11605,名詞,固有名詞,人名,名,*,*,一兵衛,イチベエ,イチベー,1/4,*
一勇斎,1350,1350,11251,名詞,固有名詞,人名,姓,*,*,一勇斎,イチユウサイ,イチユーサイ,3/6,*
一向平,1353,1353,10898,名詞,固有名詞,地域,一般,*,*,一向平,イッコンガナル,イッコンガナル,5/7,*
一宮町,1353,1353,10898,名詞,固有名詞,地域,一般,*,*,一宮町,イチノミヤチョウ,イチノミヤチョー,5/7,*
