板斧,1345,1345,9000,名詞,一般,*,*,*,*,板斧,ハンプ,ハンプ,1/3,*,は]んぷ
半枚,1345,1345,9000,名詞,一般,*,*,*,*,半枚,ハンマイ,ハンマイ,0/4,*,は[んまい
藩民,1345,1345,9000,名詞,一般,*,*,*,*,藩民,ハンミン,ハンミン,2/4,*,は[ん]みん
范陽,1353,1353,9000,名詞,固有名詞,地域,一般,*,*,范陽,ハンヨウ,ハンヨウ,0/4,*,は[んよう
半輪,1345,1345,9000,名詞,一般,*,*,*,*,半輪,ハンリン,ハンリン,0/4,*,は[んりん
煩累,1345,1345,9000,名詞,一般,*,*,*,*,煩累,ハンルイ,ハンルイ,0/4,*,は[んるい
売淫,1345,1345,9000,名詞,一般,*,*,*,*,売淫,バイイン,バイイン,0/4,*,ば[いいん
梅玉,1351,1351,9000,名詞,固有名詞,人名,名,*,*,梅玉,バイギョク,バイギョク,2/4,*,ば[いぎ]ヨく
貝種,1345,1345,9000,名詞,一般,*,*,*,*,貝種,バイシュ,バイシュ,2/3,*,ば[い]しユ
売色,1345,1345,9000,名詞,一般,*,*,*,*,売色,バイショク,バイショク,0/4,*,ば[いしヨく
梅樹,1345,1345,9000,名詞,一般,*,*,*,*,梅樹,バイジュ,バイジュ,2/3,*,ば[い]じユ
媒染,1345,1345,9000,名詞,一般,*,*,*,*,媒染,バイセン,バイセン,0/4,*,ば[いせん
売文,1345,1345,9000,名詞,一般,*,*,*,*,売文,バイブン,バイブン,0/4,*,ば[いぶん
倍満,1345,1345,9000,名詞,一般,*,*,*,*,倍満,バイマン,バイマン,0/4,*,ば[いまん
貝母,1345,1345,9000,名詞,一般,*,*,*,*,貝母,バイモ,バイモ,0/3,*,ば[いも
羽織,1345,1345,9000,名詞,一般,*,*,*,*,羽織,バオリ,バオリ,0/3,*,ば[おり
歯機,1345,1345,9000,名詞,一般,*,*,*,*,歯機,バキ,バキ,1/2,*,ば]き
場況,1345,1345,9000,名詞,一般,*,*,*,*,場況,バキョウ,バキョウ,0/3,*,ば[きヨう
巴金,1349,1349,9000,名詞,固有名詞,人名,一般,*,*,巴金,バキン,バキン,1/3,*,ば]きん
爆圧,1345,1345,9000,名詞,一般,*,*,*,*,爆圧,バクアツ,バクアツ,0/4,*,ば[くあつ
幕威,1345,1345,9000,名詞,一般,*,*,*,*,幕威,バクイ,バクイ,1/3,*,ば]くい
獏君,1351,1351,9000,名詞,固有名詞,人名,名,*,*,獏君,バククン,バククン,2/4,*,ば[く]くん
貘転,1345,1345,9000,名詞,一般,*,*,*,*,貘転,バクテン,バクテン,2/4,*,ば[く]てん
罵言,1345,1345,9000,名詞,一般,*,*,*,*,罵言,バゲン,バゲン,0/3,*,ば[げん
馬足,1345,1345,9000,名詞,一般,*,*,*,*,馬足,バソク,バソク,0/3,*,ば[そく
撥衿,1345,1345,9000,名詞,一般,*,*,*,*,撥衿,バチエリ,バチエリ,0/4,*,ば[ちえり
撥形,1345,1345,9000,名詞,一般,*,*,*,*,撥形,バチガタ,バチガタ,0/4,*,ば[ちがた
撥鮪,1345,1345,9000,名詞,一般,*,*,*,*,撥鮪,バチマグロ,バチマグロ,3/5,*,ば[ちま]ぐろ
場帳,1345,1345,9000,名詞,一般,*,*,*,*,場帳,バチョウ,バチョウ,1/3,*,ば[ち]ヨう
場長,1345,1345,9000,名詞,一般,*,*,*,*,場長,バチョウ,バチョウ,1/3,*,ば[ち]ヨう
幕譴,1345,1345,9000,名詞,一般,*,*,*,*,幕譴,バッケン,バッケン,0/4,*,ば[っけん
伐根,1345,1345,9000,名詞,一般,*,*,*,*,伐根,バッコン,バッコン,0/4,*,ば[っこん
抜根,1345,1345,9000,名詞,一般,*,*,*,*,抜根,バッコン,バッコン,0/4,*,ば[っこん
罰印,1345,1345,9000,名詞,一般,*,*,*,*,罰印,バツイン,バツイン,2/4,*,ば[つ]いん
抜錨,1345,1345,9000,名詞,一般,*,*,*,*,抜錨,バツビョウ,バツビョウ,0/4,*,ば[つびヨう
場札,1345,1345,9000,名詞,一般,*,*,*,*,場札,バフダ,バフダ,0/3,*,ば[ふだ
林屋,1350,1350,9000,名詞,固有名詞,人名,姓,*,*,林屋,バヤシヤ,バヤシヤ,3/4,*,ば[やし]や
幌筵,1353,1353,9000,名詞,固有名詞,地域,一般,*,*,幌筵,バラムシル,バラムシル,3/5,*,ば[らむ]しる
馬良,1349,1349,9000,名詞,固有名詞,人名,一般,*,*,馬良,バリョウ,バリョウ,1/3,*,ば[り]ヨう
晩菊,1345,1345,9000,名詞,一般,*,*,*,*,晩菊,バンギク,バンギク,0/4,*,ば[んぎく
万句,1345,1345,9000,名詞,一般,*,*,*,*,万句,バンク,バンク,1/3,*,ば]んく
蛮国,1345,1345,9000,名詞,一般,*,*,*,*,蛮国,バンコク,バンコク,2/4,*,ば[ん]こく
蕃山,1351,1351,9000,名詞,固有名詞,人名,名,*,*,蕃山,バンザン,バンザン,0/4,*,ば[んざん
万障,1345,1345,9000,名詞,一般,*,*,*,*,万障,バンショウ,バンショウ,0/4,*,ば[んしヨう
番卒,1345,1345,9000,名詞,一般,*,*,*,*,番卒,バンソツ,バンソツ,0/4,*,ば[んそつ
番太,1345,1345,9000,名詞,一般,*,*,*,*,番太,バンタ,バンタ,1/3,*,ば]んた
萬代,1350,1350,9000,名詞,固有名詞,人名,姓,*,*,萬代,バンダイ,バンダイ,0/4,*,ば[んだい
晩冬,1345,1345,9000,名詞,一般,*,*,*,*,晩冬,バントウ,バントウ,0/4,*,ば[んとう
蛮忍,1345,1345,9000,名詞,一般,*,*,*,*,蛮忍,バンニン,バンニン,0/4,*,ば[んにん
馬場,1353,1353,9000,名詞,固有名詞,地域,一般,*,*,馬場,バンバ,バンバ,1/3,*,ば]んば
蛮風,1345,1345,9000,名詞,一般,*,*,*,*,蛮風,バンプウ,バンプウ,0/4,*,ば[んぷう
蛮方,1345,1345,9000,名詞,一般,*,*,*,*,蛮方,バンポウ,バンポウ,0/4,*,ば[んぽう
判屋,1345,1345,9000,名詞,一般,*,*,*,*,判屋,バンヤ,バンヤ,0/3,*,ば[んや
番立,1345,1345,9000,名詞,一般,*,*,*,*,番立,バンリツ,バンリツ,0/4,*,ば[んりつ
日後,1345,1345,9000,名詞,一般,*,*,*,*,日後,ヒアト,ヒアト,0/3,*,ひ[あと
比古,1345,1345,9000,名詞,一般,*,*,*,*,比古,ヒイニシエ,ヒイニシエ,3/5,*,ひ[いに]しえ
柊家,1345,1345,9000,名詞,一般,*,*,*,*,柊家,ヒイラギカ,ヒイラギカ,0/5,*,ひ[いらぎか
柊君,1350,1350,9000,名詞,固有名詞,人名,姓,*,*,柊君,ヒイラギクン,ヒイラギクン,4/6,*,ひ[いらぎ]くん
柊茂,1349,1349,9000,名詞,固有名詞,人名,一般,*,*,柊茂,ヒイラギシゲル,ヒイラギシゲル,5/7,*,ひ[いらぎし]げる
稗穀,1345,1345,9000,名詞,一般,*,*,*,*,稗穀,ヒエコク,ヒエコク,2/4,*,ひ[え]こく
火王,1345,1345,9000,名詞,一般,*,*,*,*,火王,ヒオウ,ヒオウ,1/3,*,ひ]おう
被女,1345,1345,9000,名詞,一般,*,*,*,*,被女,ヒオンナ,ヒオンナ,2/4,*,ひ[お]んな
被殻,1345,1345,9000,名詞,一般,*,*,*,*,被殻,ヒカク,ヒカク,0/3,*,ひ[かく
日笠,1350,1350,9000,名詞,固有名詞,人名,姓,*,*,日笠,ヒカサ,ヒカサ,1/3,*,ひ]かさ
光里,1351,1351,9000,名詞,固有名詞,人名,名,*,*,光里,ヒカリ,ヒカリ,0/3,*,ひ[かり
光感,1345,1345,9000,名詞,一般,*,*,*,*,光感,ヒカリカン,ヒカリカン,3/5,*,ひ[かり]かん
光響,1345,1345,9000,名詞,一般,*,*,*,*,光響,ヒカリキョウ,ヒカリキョウ,3/5,*,ひ[かりき]ヨう
日垣,1350,1350,9000,名詞,固有名詞,人名,姓,*,*,日垣,ヒガキ,ヒガキ,1/3,*,ひ]がき
東浦,1353,1353,9000,名詞,固有名詞,地域,一般,*,*,東浦,ヒガシウラ,ヒガシウラ,0/5,*,ひ[がしうら
東呉,1353,1353,9000,名詞,固有名詞,地域,一般,*,*,東呉,ヒガシクレ,ヒガシクレ,3/5,*,ひ[がし]くれ
東君,1345,1345,9000,名詞,一般,*,*,*,*,東君,ヒガシクン,ヒガシクン,3/5,*,ひ[がし]くん
東口,1350,1350,9000,名詞,固有名詞,人名,姓,*,*,東口,ヒガシグチ,ヒガシグチ,0/5,*,ひ[がしぐち
東湖,1353,1353,9000,名詞,固有名詞,地域,一般,*,*,東湖,ヒガシコ,ヒガシコ,2/4,*,ひ[が]しこ
東崎,1345,1345,9000,名詞,一般,*,*,*,*,東崎,ヒガシサキ,ヒガシサキ,3/5,*,ひ[がし]さき
