収録,1345,1345,9000,名詞,一般,*,*,*,*,収録,シュウロク,シュウロク,0/4,*,し[ユうろく
集録,1345,1345,9000,名詞,一般,*,*,*,*,集録,シュウロク,シュウロク,0/4,*,し[ユうろく
醜猥,1345,1345,9000,名詞,一般,*,*,*,*,醜猥,シュウワイ,シュウワイ,0/4,*,し[ユうわい
修円,1349,1349,9000,名詞,固有名詞,人名,一般,*,*,修円,シュエン,シュエン,0/3,*,し[ユ]えん
衆園,1345,1345,9000,名詞,一般,*,*,*,*,衆園,シュエン,シュエン,0/3,*,し[ユえん
朱王,1345,1345,9000,名詞,一般,*,*,*,*,朱王,シュオウ,シュオウ,0/3,*,し[ユおう
須王,1351,1351,9000,名詞,固有名詞,人名,名,*,*,須王,シュオウ,シュオウ,0/3,*,し[ユ]おう
種雄,1345,1345,9000,名詞,一般,*,*,*,*,種雄,シュオス,シュオス,0/3,*,し[ユおす
主恩,1345,1345,9000,名詞,一般,*,*,*,*,主恩,シュオン,シュオン,0/3,*,し[ユおん
殊恩,1345,1345,9000,名詞,一般,*,*,*,*,殊恩,シュオン,シュオン,0/3,*,し[ユおん
珠音,1349,1349,9000,名詞,固有名詞,人名,一般,*,*,珠音,シュオン,シュオン,1/3,*,し]ユおん
呪歌,1345,1345,9000,名詞,一般,*,*,*,*,呪歌,シュカ,シュカ,1/2,*,し]ユか
主階,1345,1345,9000,名詞,一般,*,*,*,*,主階,シュカイ,シュカイ,0/3,*,し[ユ]かい
種蚕,1345,1345,9000,名詞,一般,*,*,*,*,種蚕,シュカイコ,シュカイコ,2/4,*,し[ユか]いこ
主核,1345,1345,9000,名詞,一般,*,*,*,*,主核,シュカク,シュカク,0/3,*,し[ユ]かく
朱川,1350,1350,9000,名詞,固有名詞,人名,姓,*,*,朱川,シュカワ,シュカワ,0/3,*,し[ユ]かわ
朱瓦,1345,1345,9000,名詞,一般,*,*,*,*,朱瓦,シュカワラ,シュカワラ,2/4,*,し[ユか]わら
主稈,1345,1345,9000,名詞,一般,*,*,*,*,主稈,シュカン,シュカン,0/3,*,し[ユかん
主缶,1345,1345,9000,名詞,一般,*,*,*,*,主缶,シュカン,シュカン,0/3,*,し[ユかん
須間,1345,1345,9000,名詞,一般,*,*,*,*,須間,シュカン,シュカン,0/3,*,し[ユ]かん
首巻,1345,1345,9000,名詞,一般,*,*,*,*,首巻,シュカン,シュカン,0/3,*,し[ユかん
主街,1345,1345,9000,名詞,一般,*,*,*,*,主街,シュガイ,シュガイ,0/3,*,し[ユ]がい
呪眼,1345,1345,9000,名詞,一般,*,*,*,*,呪眼,シュガン,シュガン,0/3,*,し[ユ]がん
朱眼,1345,1345,9000,名詞,一般,*,*,*,*,朱眼,シュガン,シュガン,0/3,*,し[ユがん
主桅,1345,1345,9000,名詞,一般,*,*,*,*,主桅,シュキ,シュキ,1/2,*,し]ユき
呪気,1345,1345,9000,名詞,一般,*,*,*,*,呪気,シュキ,シュキ,1/2,*,し]ユき
種球,1345,1345,9000,名詞,一般,*,*,*,*,種球,シュキュウ,シュキュウ,2/3,*,し[ユき]ユう
衆経,1345,1345,9000,名詞,一般,*,*,*,*,衆経,シュキョウ,シュキョウ,0/3,*,し[ユきヨう
主局,1345,1345,9000,名詞,一般,*,*,*,*,主局,シュキョク,シュキョク,2/3,*,し[ユき]ヨく
呪曲,1345,1345,9000,名詞,一般,*,*,*,*,呪曲,シュキョク,シュキョク,2/3,*,し[ユき]ヨく
種禽,1345,1345,9000,名詞,一般,*,*,*,*,種禽,シュキン,シュキン,0/3,*,し[ユきん
種義,1345,1345,9000,名詞,一般,*,*,*,*,種義,シュギ,シュギ,1/2,*,し]ユぎ
叔悦,1349,1349,9000,名詞,固有名詞,人名,一般,*,*,叔悦,シュクエツ,シュクエツ,1/4,*,し]ユくえつ
粛王,1351,1351,9000,名詞,固有名詞,人名,名,*,*,粛王,シュクオウ,シュクオウ,2/4,*,し[ユく]おう
祝歌,1345,1345,9000,名詞,一般,*,*,*,*,祝歌,シュクカ,シュクカ,1/3,*,し]ユくか
祝会,1345,1345,9000,名詞,一般,*,*,*,*,祝会,シュクカイ,シュクカイ,2/4,*,し[ユく]かい
宿外,1345,1345,9000,名詞,一般,*,*,*,*,宿外,シュクガイ,シュクガイ,0/4,*,し[ユくがい
宿方,1345,1345,9000,名詞,一般,*,*,*,*,宿方,シュクガタ,シュクガタ,0/4,*,し[ユくがた
祝月,1345,1345,9000,名詞,一般,*,*,*,*,祝月,シュクガッ,シュクガッ,0/4,*,し[ユくがっ
祝休,1345,1345,9000,名詞,一般,*,*,*,*,祝休,シュクキュウ,シュクキュウ,3/4,*,し[ユくき]ユう
祝花,1345,1345,9000,名詞,一般,*,*,*,*,祝花,シュクゲ,シュクゲ,0/3,*,し[ユくげ
粛殺,1351,1351,9000,名詞,固有名詞,人名,名,*,*,粛殺,シュクサツ,シュクサツ,0/4,*,し[ユくさつ
祝詞,1345,1345,9000,名詞,一般,*,*,*,*,祝詞,シュクシ,シュクシ,0/3,*,し[ユくし
祝詩,1345,1345,9000,名詞,一般,*,*,*,*,祝詩,シュクシ,シュクシ,0/3,*,し[ユくし
粛愼,1349,1349,9000,名詞,固有名詞,人名,一般,*,*,粛愼,シュクシン,シュクシン,1/4,*,し]ユくしん
縮絨,1345,1345,9000,名詞,一般,*,*,*,*,縮絨,シュクジュウ,シュクジュウ,3/4,*,し[ユくじ]ユう
縮重,1345,1345,9000,名詞,一般,*,*,*,*,縮重,シュクジュウ,シュクジュウ,3/4,*,し[ユくじ]ユう
祝人,1345,1345,9000,名詞,一般,*,*,*,*,祝人,シュクジン,シュクジン,0/4,*,し[ユくじん
祝聖,1345,1345,9000,名詞,一般,*,*,*,*,祝聖,シュクセイ,シュクセイ,0/4,*,し[ユくせい
叔孫,1350,1350,9000,名詞,固有名詞,人名,姓,*,*,叔孫,シュクソン,シュクソン,1/4,*,し]ユくそん
宿村,1345,1345,9000,名詞,一般,*,*,*,*,宿村,シュクソン,シュクソン,0/4,*,し[ユくそん
祝村,1345,1345,9000,名詞,一般,*,*,*,*,祝村,シュクソン,シュクソン,2/4,*,し[ユく]そん
宿高,1345,1345,9000,名詞,一般,*,*,*,*,宿高,シュクダカ,シュクダカ,0/4,*,し[ユくだか
祝津,1353,1353,9000,名詞,固有名詞,地域,一般,*,*,祝津,シュクツ,シュクツ,0/3,*,し[ユくつ
祝月,1345,1345,9000,名詞,一般,*,*,*,*,祝月,シュクツキ,シュクツキ,2/4,*,し[ユく]つき
宿酲,1345,1345,9000,名詞,一般,*,*,*,*,宿酲,シュクテイ,シュクテイ,0/4,*,し[ユくてい
